date,tavg_f,Location
2018-01-01,56.120000000000005,Anaheim
2018-01-02,60.8,Anaheim
2018-01-03,61.34,Anaheim
2018-01-04,62.06,Anaheim
2018-01-05,62.24,Anaheim
2018-01-06,62.42,Anaheim
2018-01-07,62.78,Anaheim
2018-01-08,63.14,Anaheim
2018-01-09,57.56,Anaheim
2018-01-10,57.019999999999996,Anaheim
2018-01-11,57.74,Anaheim
2018-01-12,59.0,Anaheim
2018-01-13,68.36,Anaheim
2018-01-14,69.25999999999999,Anaheim
2018-01-15,60.8,Anaheim
2018-01-16,59.900000000000006,Anaheim
2018-01-17,61.88,Anaheim
2018-01-18,62.6,Anaheim
2018-01-19,59.0,Anaheim
2018-01-20,55.76,Anaheim
2018-01-21,52.16,Anaheim
2018-01-22,54.68,Anaheim
2018-01-23,59.18,Anaheim
2018-01-24,61.16,Anaheim
2018-01-25,53.96,Anaheim
2018-01-26,54.5,Anaheim
2018-01-27,58.28,Anaheim
2018-01-28,68.9,Anaheim
2018-01-29,75.2,Anaheim
2018-01-30,66.38,Anaheim
2018-01-31,63.14,Anaheim
2018-02-01,62.24,Anaheim
2018-02-02,64.03999999999999,Anaheim
2018-02-03,64.03999999999999,Anaheim
2018-02-04,63.68000000000001,Anaheim
2018-02-05,60.620000000000005,Anaheim
2018-02-06,59.540000000000006,Anaheim
2018-02-07,64.4,Anaheim
2018-02-08,65.84,Anaheim
2018-02-09,59.72,Anaheim
2018-02-10,59.72,Anaheim
2018-02-11,59.72,Anaheim
2018-02-12,57.379999999999995,Anaheim
2018-02-13,57.74,Anaheim
2018-02-14,61.88,Anaheim
2018-02-15,61.7,Anaheim
2018-02-16,63.68000000000001,Anaheim
2018-02-17,60.980000000000004,Anaheim
2018-02-18,57.74,Anaheim
2018-02-19,53.96,Anaheim
2018-02-20,49.82,Anaheim
2018-02-21,51.620000000000005,Anaheim
2018-02-22,52.16,Anaheim
2018-02-23,51.620000000000005,Anaheim
2018-02-24,50.540000000000006,Anaheim
2018-02-25,55.22,Anaheim
2018-02-26,54.32,Anaheim
2018-02-27,50.540000000000006,Anaheim
2018-02-28,51.26,Anaheim
2018-03-01,53.96,Anaheim
2018-03-02,54.5,Anaheim
2018-03-03,55.76,Anaheim
2018-03-04,52.879999999999995,Anaheim
2018-03-05,59.72,Anaheim
2018-03-06,64.94,Anaheim
2018-03-07,60.26,Anaheim
2018-03-08,60.620000000000005,Anaheim
2018-03-09,60.44,Anaheim
2018-03-10,59.18,Anaheim
2018-03-11,61.88,Anaheim
2018-03-12,63.14,Anaheim
2018-03-13,63.14,Anaheim
2018-03-14,60.8,Anaheim
2018-03-15,59.540000000000006,Anaheim
2018-03-16,56.120000000000005,Anaheim
2018-03-17,56.480000000000004,Anaheim
2018-03-18,55.22,Anaheim
2018-03-19,61.88,Anaheim
2018-03-20,63.31999999999999,Anaheim
2018-03-21,63.31999999999999,Anaheim
2018-03-22,62.24,Anaheim
2018-03-23,61.88,Anaheim
2018-03-24,58.28,Anaheim
2018-03-25,57.74,Anaheim
2018-03-26,58.46,Anaheim
2018-03-27,62.06,Anaheim
2018-03-28,62.78,Anaheim
2018-03-29,63.31999999999999,Anaheim
2018-03-30,63.86,Anaheim
2018-03-31,61.519999999999996,Anaheim
2018-04-01,60.08,Anaheim
2018-04-02,62.06,Anaheim
2018-04-03,63.31999999999999,Anaheim
2018-04-04,59.900000000000006,Anaheim
2018-04-05,61.16,Anaheim
2018-04-06,62.6,Anaheim
2018-04-07,64.03999999999999,Anaheim
2018-04-08,66.02,Anaheim
2018-04-09,73.4,Anaheim
2018-04-10,72.86,Anaheim
2018-04-11,66.74000000000001,Anaheim
2018-04-12,63.86,Anaheim
2018-04-13,65.84,Anaheim
2018-04-14,70.34,Anaheim
2018-04-15,64.75999999999999,Anaheim
2018-04-16,60.08,Anaheim
2018-04-17,59.72,Anaheim
2018-04-18,61.519999999999996,Anaheim
2018-04-19,57.56,Anaheim
2018-04-20,62.42,Anaheim
2018-04-21,68.53999999999999,Anaheim
2018-04-22,68.18,Anaheim
2018-04-23,64.75999999999999,Anaheim
2018-04-24,62.42,Anaheim
2018-04-25,64.03999999999999,Anaheim
2018-04-26,62.06,Anaheim
2018-04-27,62.42,Anaheim
2018-04-28,62.96,Anaheim
2018-04-29,63.14,Anaheim
2018-04-30,61.34,Anaheim
2018-05-01,58.46,Anaheim
2018-05-02,58.46,Anaheim
2018-05-03,62.96,Anaheim
2018-05-04,71.96000000000001,Anaheim
2018-05-05,73.94,Anaheim
2018-05-06,69.62,Anaheim
2018-05-07,65.48,Anaheim
2018-05-08,66.02,Anaheim
2018-05-09,67.28,Anaheim
2018-05-10,66.38,Anaheim
2018-05-11,62.6,Anaheim
2018-05-12,62.24,Anaheim
2018-05-13,64.03999999999999,Anaheim
2018-05-14,64.22,Anaheim
2018-05-15,63.68000000000001,Anaheim
2018-05-16,64.94,Anaheim
2018-05-17,64.4,Anaheim
2018-05-18,64.58000000000001,Anaheim
2018-05-19,64.4,Anaheim
2018-05-20,65.12,Anaheim
2018-05-21,62.96,Anaheim
2018-05-22,64.58000000000001,Anaheim
2018-05-23,65.12,Anaheim
2018-05-24,63.31999999999999,Anaheim
2018-05-25,65.48,Anaheim
2018-05-26,64.94,Anaheim
2018-05-27,65.84,Anaheim
2018-05-28,67.1,Anaheim
2018-05-29,65.84,Anaheim
2018-05-30,64.75999999999999,Anaheim
2018-05-31,67.1,Anaheim
2018-06-01,67.82,Anaheim
2018-06-02,70.7,Anaheim
2018-06-03,70.88,Anaheim
2018-06-04,67.28,Anaheim
2018-06-05,66.02,Anaheim
2018-06-06,67.64,Anaheim
2018-06-07,69.08000000000001,Anaheim
2018-06-08,72.32,Anaheim
2018-06-09,71.42,Anaheim
2018-06-10,71.78,Anaheim
2018-06-11,73.03999999999999,Anaheim
2018-06-12,71.6,Anaheim
2018-06-13,71.6,Anaheim
2018-06-14,72.32,Anaheim
2018-06-15,71.06,Anaheim
2018-06-16,66.38,Anaheim
2018-06-17,66.2,Anaheim
2018-06-18,67.82,Anaheim
2018-06-19,68.18,Anaheim
2018-06-20,68.53999999999999,Anaheim
2018-06-21,69.62,Anaheim
2018-06-22,71.96000000000001,Anaheim
2018-06-23,67.1,Anaheim
2018-06-24,68.18,Anaheim
2018-06-25,70.7,Anaheim
2018-06-26,71.78,Anaheim
2018-06-27,71.78,Anaheim
2018-06-28,69.25999999999999,Anaheim
2018-06-29,69.25999999999999,Anaheim
2018-06-30,69.80000000000001,Anaheim
2018-07-01,70.88,Anaheim
2018-07-02,72.14,Anaheim
2018-07-03,71.24000000000001,Anaheim
2018-07-04,73.03999999999999,Anaheim
2018-07-05,78.25999999999999,Anaheim
2018-07-06,89.96000000000001,Anaheim
2018-07-07,84.56,Anaheim
2018-07-08,83.84,Anaheim
2018-07-09,81.14,Anaheim
2018-07-10,78.44,Anaheim
2018-07-11,78.25999999999999,Anaheim
2018-07-12,78.08000000000001,Anaheim
2018-07-13,78.44,Anaheim
2018-07-14,78.44,Anaheim
2018-07-15,75.92,Anaheim
2018-07-16,76.1,Anaheim
2018-07-17,75.38,Anaheim
2018-07-18,75.02,Anaheim
2018-07-19,76.46000000000001,Anaheim
2018-07-20,75.92,Anaheim
2018-07-21,77.18,Anaheim
2018-07-22,79.34,Anaheim
2018-07-23,81.32,Anaheim
2018-07-24,80.78,Anaheim
2018-07-25,78.25999999999999,Anaheim
2018-07-26,76.28,Anaheim
2018-07-27,78.25999999999999,Anaheim
2018-07-28,75.92,Anaheim
2018-07-29,79.16,Anaheim
2018-07-30,82.22,Anaheim
2018-07-31,81.5,Anaheim
2018-08-01,82.22,Anaheim
2018-08-02,79.7,Anaheim
2018-08-03,79.7,Anaheim
2018-08-04,78.08000000000001,Anaheim
2018-08-05,78.98,Anaheim
2018-08-06,82.03999999999999,Anaheim
2018-08-07,81.86,Anaheim
2018-08-08,82.75999999999999,Anaheim
2018-08-09,83.48,Anaheim
2018-08-10,83.30000000000001,Anaheim
2018-08-11,81.68,Anaheim
2018-08-12,78.08000000000001,Anaheim
2018-08-13,76.82,Anaheim
2018-08-14,76.46000000000001,Anaheim
2018-08-15,76.1,Anaheim
2018-08-16,77.0,Anaheim
2018-08-17,78.62,Anaheim
2018-08-18,76.82,Anaheim
2018-08-19,76.82,Anaheim
2018-08-20,75.92,Anaheim
2018-08-21,76.64,Anaheim
2018-08-22,77.36,Anaheim
2018-08-23,76.82,Anaheim
2018-08-24,74.48,Anaheim
2018-08-25,74.30000000000001,Anaheim
2018-08-26,74.30000000000001,Anaheim
2018-08-27,73.22,Anaheim
2018-08-28,73.75999999999999,Anaheim
2018-08-29,76.1,Anaheim
2018-08-30,75.56,Anaheim
2018-08-31,73.58000000000001,Anaheim
2018-09-01,72.68,Anaheim
2018-09-02,72.14,Anaheim
2018-09-03,73.4,Anaheim
2018-09-04,73.4,Anaheim
2018-09-05,73.75999999999999,Anaheim
2018-09-06,72.14,Anaheim
2018-09-07,73.4,Anaheim
2018-09-08,75.56,Anaheim
2018-09-09,73.58000000000001,Anaheim
2018-09-10,72.86,Anaheim
2018-09-11,71.42,Anaheim
2018-09-12,72.68,Anaheim
2018-09-13,74.84,Anaheim
2018-09-14,77.18,Anaheim
2018-09-15,75.74000000000001,Anaheim
2018-09-16,74.48,Anaheim
2018-09-17,74.12,Anaheim
2018-09-18,71.96000000000001,Anaheim
2018-09-19,70.88,Anaheim
2018-09-20,71.06,Anaheim
2018-09-21,72.68,Anaheim
2018-09-22,74.12,Anaheim
2018-09-23,72.68,Anaheim
2018-09-24,69.98,Anaheim
2018-09-25,69.62,Anaheim
2018-09-26,70.52,Anaheim
2018-09-27,72.5,Anaheim
2018-09-28,68.0,Anaheim
2018-09-29,68.53999999999999,Anaheim
2018-09-30,69.08000000000001,Anaheim
2018-10-01,76.1,Anaheim
2018-10-02,71.42,Anaheim
2018-10-03,69.98,Anaheim
2018-10-04,69.08000000000001,Anaheim
2018-10-05,68.53999999999999,Anaheim
2018-10-06,69.44,Anaheim
2018-10-07,69.44,Anaheim
2018-10-08,69.08000000000001,Anaheim
2018-10-09,68.72,Anaheim
2018-10-10,67.64,Anaheim
2018-10-11,67.28,Anaheim
2018-10-12,68.72,Anaheim
2018-10-13,64.75999999999999,Anaheim
2018-10-14,66.56,Anaheim
2018-10-15,69.62,Anaheim
2018-10-16,67.46000000000001,Anaheim
2018-10-17,68.36,Anaheim
2018-10-18,70.34,Anaheim
2018-10-19,73.58000000000001,Anaheim
2018-10-20,74.66,Anaheim
2018-10-21,69.08000000000001,Anaheim
2018-10-22,68.36,Anaheim
2018-10-23,68.36,Anaheim
2018-10-24,68.36,Anaheim
2018-10-25,69.08000000000001,Anaheim
2018-10-26,70.52,Anaheim
2018-10-27,69.08000000000001,Anaheim
2018-10-28,65.48,Anaheim
2018-10-29,65.30000000000001,Anaheim
2018-10-30,67.46000000000001,Anaheim
2018-10-31,68.18,Anaheim
2018-11-01,68.36,Anaheim
2018-11-02,72.14,Anaheim
2018-11-03,69.80000000000001,Anaheim
2018-11-04,68.18,Anaheim
2018-11-05,66.02,Anaheim
2018-11-06,67.1,Anaheim
2018-11-07,65.66,Anaheim
2018-11-08,66.92,Anaheim
2018-11-09,72.5,Anaheim
2018-11-10,63.14,Anaheim
2018-11-11,62.24,Anaheim
2018-11-12,64.75999999999999,Anaheim
2018-11-13,68.9,Anaheim
2018-11-14,70.52,Anaheim
2018-11-15,64.94,Anaheim
2018-11-16,62.6,Anaheim
2018-11-17,61.88,Anaheim
2018-11-18,62.96,Anaheim
2018-11-19,60.980000000000004,Anaheim
2018-11-20,60.620000000000005,Anaheim
2018-11-21,61.88,Anaheim
2018-11-22,62.24,Anaheim
2018-11-23,62.06,Anaheim
2018-11-24,62.06,Anaheim
2018-11-25,63.31999999999999,Anaheim
2018-11-26,64.58000000000001,Anaheim
2018-11-27,61.7,Anaheim
2018-11-28,61.34,Anaheim
2018-11-29,59.36,Anaheim
2018-11-30,59.36,Anaheim
2018-12-01,56.480000000000004,Anaheim
2018-12-02,55.400000000000006,Anaheim
2018-12-03,56.84,Anaheim
2018-12-04,59.72,Anaheim
2018-12-05,54.32,Anaheim
2018-12-06,55.94,Anaheim
2018-12-07,60.08,Anaheim
2018-12-08,58.1,Anaheim
2018-12-09,59.36,Anaheim
2018-12-10,58.46,Anaheim
2018-12-11,59.18,Anaheim
2018-12-12,57.2,Anaheim
2018-12-13,60.26,Anaheim
2018-12-14,58.46,Anaheim
2018-12-15,58.1,Anaheim
2018-12-16,56.3,Anaheim
2018-12-17,60.08,Anaheim
2018-12-18,60.620000000000005,Anaheim
2018-12-19,59.72,Anaheim
2018-12-20,59.0,Anaheim
2018-12-21,59.72,Anaheim
2018-12-22,57.2,Anaheim
2018-12-23,56.480000000000004,Anaheim
2018-12-24,58.28,Anaheim
2018-12-25,59.72,Anaheim
2018-12-26,54.68,Anaheim
2018-12-27,55.58,Anaheim
2018-12-28,51.8,Anaheim
2018-12-29,49.64,Anaheim
2018-12-30,51.8,Anaheim
2018-12-31,55.400000000000006,Anaheim
2019-01-01,53.06,Anaheim
2019-01-02,50.72,Anaheim
2019-01-03,51.8,Anaheim
2019-01-04,51.26,Anaheim
2019-01-05,53.42,Anaheim
2019-01-06,54.14,Anaheim
2019-01-07,55.94,Anaheim
2019-01-08,58.82,Anaheim
2019-01-09,56.3,Anaheim
2019-01-10,56.3,Anaheim
2019-01-11,56.3,Anaheim
2019-01-12,54.86,Anaheim
2019-01-13,53.96,Anaheim
2019-01-14,54.86,Anaheim
2019-01-15,55.22,Anaheim
2019-01-16,58.46,Anaheim
2019-01-17,60.8,Anaheim
2019-01-18,59.18,Anaheim
2019-01-19,61.7,Anaheim
2019-01-20,60.620000000000005,Anaheim
2019-01-21,57.92,Anaheim
2019-01-22,54.86,Anaheim
2019-01-23,55.040000000000006,Anaheim
2019-01-24,59.0,Anaheim
2019-01-25,63.14,Anaheim
2019-01-26,66.56,Anaheim
2019-01-27,60.8,Anaheim
2019-01-28,59.540000000000006,Anaheim
2019-01-29,60.620000000000005,Anaheim
2019-01-30,59.540000000000006,Anaheim
2019-01-31,56.66,Anaheim
2019-02-01,56.480000000000004,Anaheim
2019-02-02,56.3,Anaheim
2019-02-03,54.32,Anaheim
2019-02-04,55.22,Anaheim
2019-02-05,51.44,Anaheim
2019-02-06,48.379999999999995,Anaheim
2019-02-07,50.18,Anaheim
2019-02-08,51.44,Anaheim
2019-02-09,52.519999999999996,Anaheim
2019-02-10,50.540000000000006,Anaheim
2019-02-11,48.92,Anaheim
2019-02-12,53.96,Anaheim
2019-02-13,55.22,Anaheim
2019-02-14,58.46,Anaheim
2019-02-15,54.5,Anaheim
2019-02-16,54.14,Anaheim
2019-02-17,50.900000000000006,Anaheim
2019-02-18,48.019999999999996,Anaheim
2019-02-19,47.84,Anaheim
2019-02-20,49.1,Anaheim
2019-02-21,47.84,Anaheim
2019-02-22,48.92,Anaheim
2019-02-23,51.980000000000004,Anaheim
2019-02-24,54.68,Anaheim
2019-02-25,55.76,Anaheim
2019-02-26,55.22,Anaheim
2019-02-27,58.1,Anaheim
2019-02-28,60.980000000000004,Anaheim
2019-03-01,60.980000000000004,Anaheim
2019-03-02,59.0,Anaheim
2019-03-03,59.18,Anaheim
2019-03-04,57.56,Anaheim
2019-03-05,57.379999999999995,Anaheim
2019-03-06,58.82,Anaheim
2019-03-07,57.56,Anaheim
2019-03-08,54.5,Anaheim
2019-03-09,54.14,Anaheim
2019-03-10,53.6,Anaheim
2019-03-11,56.480000000000004,Anaheim
2019-03-12,59.0,Anaheim
2019-03-13,57.56,Anaheim
2019-03-14,62.24,Anaheim
2019-03-15,63.31999999999999,Anaheim
2019-03-16,66.2,Anaheim
2019-03-17,68.0,Anaheim
2019-03-18,63.68000000000001,Anaheim
2019-03-19,59.540000000000006,Anaheim
2019-03-20,60.26,Anaheim
2019-03-21,55.400000000000006,Anaheim
2019-03-22,57.2,Anaheim
2019-03-23,59.36,Anaheim
2019-03-24,61.7,Anaheim
2019-03-25,62.06,Anaheim
2019-03-26,61.16,Anaheim
2019-03-27,62.42,Anaheim
2019-03-28,62.42,Anaheim
2019-03-29,61.34,Anaheim
2019-03-30,66.02,Anaheim
2019-03-31,68.53999999999999,Anaheim
2019-04-01,70.34,Anaheim
2019-04-02,62.78,Anaheim
2019-04-03,61.34,Anaheim
2019-04-04,61.16,Anaheim
2019-04-05,62.06,Anaheim
2019-04-06,62.96,Anaheim
2019-04-07,67.64,Anaheim
2019-04-08,71.96000000000001,Anaheim
2019-04-09,69.08000000000001,Anaheim
2019-04-10,68.0,Anaheim
2019-04-11,62.24,Anaheim
2019-04-12,63.5,Anaheim
2019-04-13,66.2,Anaheim
2019-04-14,65.12,Anaheim
2019-04-15,59.0,Anaheim
2019-04-16,60.8,Anaheim
2019-04-17,63.86,Anaheim
2019-04-18,69.08000000000001,Anaheim
2019-04-19,63.86,Anaheim
2019-04-20,60.620000000000005,Anaheim
2019-04-21,62.06,Anaheim
2019-04-22,62.96,Anaheim
2019-04-23,65.12,Anaheim
2019-04-24,65.48,Anaheim
2019-04-25,65.48,Anaheim
2019-04-26,63.5,Anaheim
2019-04-27,62.96,Anaheim
2019-04-28,63.14,Anaheim
2019-04-29,61.34,Anaheim
2019-04-30,61.88,Anaheim
2019-05-01,62.42,Anaheim
2019-05-02,63.31999999999999,Anaheim
2019-05-03,64.4,Anaheim
2019-05-04,64.75999999999999,Anaheim
2019-05-05,64.03999999999999,Anaheim
2019-05-06,64.03999999999999,Anaheim
2019-05-07,62.78,Anaheim
2019-05-08,62.6,Anaheim
2019-05-09,62.78,Anaheim
2019-05-10,62.96,Anaheim
2019-05-11,66.74000000000001,Anaheim
2019-05-12,65.66,Anaheim
2019-05-13,65.30000000000001,Anaheim
2019-05-14,66.74000000000001,Anaheim
2019-05-15,64.58000000000001,Anaheim
2019-05-16,63.31999999999999,Anaheim
2019-05-17,63.14,Anaheim
2019-05-18,63.31999999999999,Anaheim
2019-05-19,59.900000000000006,Anaheim
2019-05-20,63.31999999999999,Anaheim
2019-05-21,62.42,Anaheim
2019-05-22,60.08,Anaheim
2019-05-23,60.26,Anaheim
2019-05-24,62.96,Anaheim
2019-05-25,62.24,Anaheim
2019-05-26,59.0,Anaheim
2019-05-27,59.72,Anaheim
2019-05-28,62.6,Anaheim
2019-05-29,65.48,Anaheim
2019-05-30,64.94,Anaheim
2019-05-31,64.22,Anaheim
2019-06-01,63.5,Anaheim
2019-06-02,63.5,Anaheim
2019-06-03,65.84,Anaheim
2019-06-04,65.12,Anaheim
2019-06-05,66.2,Anaheim
2019-06-06,67.46000000000001,Anaheim
2019-06-07,66.56,Anaheim
2019-06-08,68.0,Anaheim
2019-06-09,72.14,Anaheim
2019-06-10,77.36,Anaheim
2019-06-11,74.66,Anaheim
2019-06-12,72.14,Anaheim
2019-06-13,67.28,Anaheim
2019-06-14,66.74000000000001,Anaheim
2019-06-15,68.18,Anaheim
2019-06-16,68.53999999999999,Anaheim
2019-06-17,66.56,Anaheim
2019-06-18,66.2,Anaheim
2019-06-19,69.62,Anaheim
2019-06-20,66.92,Anaheim
2019-06-21,66.38,Anaheim
2019-06-22,69.08000000000001,Anaheim
2019-06-23,69.44,Anaheim
2019-06-24,67.46000000000001,Anaheim
2019-06-25,65.48,Anaheim
2019-06-26,68.18,Anaheim
2019-06-27,70.34,Anaheim
2019-06-28,70.88,Anaheim
2019-06-29,72.5,Anaheim
2019-06-30,75.2,Anaheim
2019-07-01,73.75999999999999,Anaheim
2019-07-02,71.6,Anaheim
2019-07-03,70.34,Anaheim
2019-07-04,71.06,Anaheim
2019-07-05,70.7,Anaheim
2019-07-06,69.44,Anaheim
2019-07-07,68.18,Anaheim
2019-07-08,68.53999999999999,Anaheim
2019-07-09,72.5,Anaheim
2019-07-10,72.68,Anaheim
2019-07-11,73.22,Anaheim
2019-07-12,73.75999999999999,Anaheim
2019-07-13,71.24000000000001,Anaheim
2019-07-14,73.94,Anaheim
2019-07-15,73.58000000000001,Anaheim
2019-07-16,71.6,Anaheim
2019-07-17,70.88,Anaheim
2019-07-18,71.96000000000001,Anaheim
2019-07-19,70.52,Anaheim
2019-07-20,72.14,Anaheim
2019-07-21,73.58000000000001,Anaheim
2019-07-22,73.94,Anaheim
2019-07-23,81.68,Anaheim
2019-07-24,81.5,Anaheim
2019-07-25,81.5,Anaheim
2019-07-26,80.06,Anaheim
2019-07-27,79.7,Anaheim
2019-07-28,74.30000000000001,Anaheim
2019-07-29,73.22,Anaheim
2019-07-30,73.03999999999999,Anaheim
2019-07-31,73.4,Anaheim
2019-08-01,74.84,Anaheim
2019-08-02,75.02,Anaheim
2019-08-03,75.56,Anaheim
2019-08-04,75.2,Anaheim
2019-08-05,75.92,Anaheim
2019-08-06,75.2,Anaheim
2019-08-07,72.86,Anaheim
2019-08-08,72.5,Anaheim
2019-08-09,72.14,Anaheim
2019-08-10,72.32,Anaheim
2019-08-11,72.32,Anaheim
2019-08-12,71.42,Anaheim
2019-08-13,73.58000000000001,Anaheim
2019-08-14,74.30000000000001,Anaheim
2019-08-15,72.86,Anaheim
2019-08-16,70.16,Anaheim
2019-08-17,70.34,Anaheim
2019-08-18,70.7,Anaheim
2019-08-19,72.68,Anaheim
2019-08-20,74.30000000000001,Anaheim
2019-08-21,76.1,Anaheim
2019-08-22,71.78,Anaheim
2019-08-23,72.32,Anaheim
2019-08-24,76.82,Anaheim
2019-08-25,78.62,Anaheim
2019-08-26,78.44,Anaheim
2019-08-27,75.74000000000001,Anaheim
2019-08-28,74.84,Anaheim
2019-08-29,78.08000000000001,Anaheim
2019-08-30,79.34,Anaheim
2019-08-31,77.53999999999999,Anaheim
2019-09-01,75.02,Anaheim
2019-09-02,79.34,Anaheim
2019-09-03,82.75999999999999,Anaheim
2019-09-04,82.58000000000001,Anaheim
2019-09-05,82.03999999999999,Anaheim
2019-09-06,80.96000000000001,Anaheim
2019-09-07,77.9,Anaheim
2019-09-08,72.32,Anaheim
2019-09-09,72.5,Anaheim
2019-09-10,71.78,Anaheim
2019-09-11,72.68,Anaheim
2019-09-12,75.56,Anaheim
2019-09-13,79.34,Anaheim
2019-09-14,79.7,Anaheim
2019-09-15,75.56,Anaheim
2019-09-16,73.22,Anaheim
2019-09-17,72.5,Anaheim
2019-09-18,71.96000000000001,Anaheim
2019-09-19,71.42,Anaheim
2019-09-20,72.5,Anaheim
2019-09-21,74.30000000000001,Anaheim
2019-09-22,75.56,Anaheim
2019-09-23,72.5,Anaheim
2019-09-24,74.66,Anaheim
2019-09-25,73.03999999999999,Anaheim
2019-09-26,72.14,Anaheim
2019-09-27,71.06,Anaheim
2019-09-28,69.08000000000001,Anaheim
2019-09-29,66.74000000000001,Anaheim
2019-09-30,65.12,Anaheim
2019-10-01,65.48,Anaheim
2019-10-02,68.36,Anaheim
2019-10-03,67.64,Anaheim
2019-10-04,67.1,Anaheim
2019-10-05,69.08000000000001,Anaheim
2019-10-06,71.24000000000001,Anaheim
2019-10-07,71.6,Anaheim
2019-10-08,67.82,Anaheim
2019-10-09,67.1,Anaheim
2019-10-10,71.78,Anaheim
2019-10-11,78.08000000000001,Anaheim
2019-10-12,69.44,Anaheim
2019-10-13,65.30000000000001,Anaheim
2019-10-14,66.38,Anaheim
2019-10-15,69.25999999999999,Anaheim
2019-10-16,71.96000000000001,Anaheim
2019-10-17,67.46000000000001,Anaheim
2019-10-18,68.53999999999999,Anaheim
2019-10-19,67.1,Anaheim
2019-10-20,71.24000000000001,Anaheim
2019-10-21,75.38,Anaheim
2019-10-22,76.82,Anaheim
2019-10-23,74.12,Anaheim
2019-10-24,79.34,Anaheim
2019-10-25,80.6,Anaheim
2019-10-26,72.86,Anaheim
2019-10-27,65.30000000000001,Anaheim
2019-10-28,66.56,Anaheim
2019-10-29,61.519999999999996,Anaheim
2019-10-30,63.5,Anaheim
2019-10-31,68.0,Anaheim
2019-11-01,62.42,Anaheim
2019-11-02,63.14,Anaheim
2019-11-03,62.24,Anaheim
2019-11-04,63.5,Anaheim
2019-11-05,63.5,Anaheim
2019-11-06,61.88,Anaheim
2019-11-07,65.84,Anaheim
2019-11-08,68.9,Anaheim
2019-11-09,69.62,Anaheim
2019-11-10,62.96,Anaheim
2019-11-11,64.4,Anaheim
2019-11-12,63.86,Anaheim
2019-11-13,59.0,Anaheim
2019-11-14,62.42,Anaheim
2019-11-15,61.34,Anaheim
2019-11-16,63.31999999999999,Anaheim
2019-11-17,72.32,Anaheim
2019-11-18,71.06,Anaheim
2019-11-19,67.1,Anaheim
2019-11-20,58.1,Anaheim
2019-11-21,58.64,Anaheim
2019-11-22,60.8,Anaheim
2019-11-23,64.03999999999999,Anaheim
2019-11-24,61.88,Anaheim
2019-11-25,58.46,Anaheim
2019-11-26,59.900000000000006,Anaheim
2019-11-27,53.6,Anaheim
2019-11-28,48.74,Anaheim
2019-11-29,49.64,Anaheim
2019-11-30,53.6,Anaheim
2019-12-01,55.76,Anaheim
2019-12-02,57.2,Anaheim
2019-12-03,58.82,Anaheim
2019-12-04,58.64,Anaheim
2019-12-05,58.82,Anaheim
2019-12-06,59.72,Anaheim
2019-12-07,62.96,Anaheim
2019-12-08,61.16,Anaheim
2019-12-09,58.28,Anaheim
2019-12-10,57.56,Anaheim
2019-12-11,57.019999999999996,Anaheim
2019-12-12,59.36,Anaheim
2019-12-13,58.64,Anaheim
2019-12-14,59.72,Anaheim
2019-12-15,55.400000000000006,Anaheim
2019-12-16,57.019999999999996,Anaheim
2019-12-17,60.980000000000004,Anaheim
2019-12-18,51.620000000000005,Anaheim
2019-12-19,52.34,Anaheim
2019-12-20,59.900000000000006,Anaheim
2019-12-21,58.82,Anaheim
2019-12-22,59.36,Anaheim
2019-12-23,53.42,Anaheim
2019-12-24,51.980000000000004,Anaheim
2019-12-25,52.7,Anaheim
2019-12-26,49.82,Anaheim
2019-12-27,50.540000000000006,Anaheim
2019-12-28,51.980000000000004,Anaheim
2019-12-29,52.879999999999995,Anaheim
2019-12-30,56.84,Anaheim
2019-12-31,63.14,Anaheim
2020-01-01,56.66,Anaheim
2020-01-02,56.120000000000005,Anaheim
2020-01-03,57.92,Anaheim
2020-01-04,55.76,Anaheim
2020-01-05,55.400000000000006,Anaheim
2020-01-06,62.96,Anaheim
2020-01-07,60.8,Anaheim
2020-01-08,55.400000000000006,Anaheim
2020-01-09,54.86,Anaheim
2020-01-10,53.6,Anaheim
2020-01-11,52.879999999999995,Anaheim
2020-01-12,54.5,Anaheim
2020-01-13,55.22,Anaheim
2020-01-14,53.24,Anaheim
2020-01-15,53.6,Anaheim
2020-01-16,53.96,Anaheim
2020-01-17,54.5,Anaheim
2020-01-18,57.56,Anaheim
2020-01-19,58.46,Anaheim
2020-01-20,58.46,Anaheim
2020-01-21,57.92,Anaheim
2020-01-22,55.76,Anaheim
2020-01-23,59.540000000000006,Anaheim
2020-01-24,58.1,Anaheim
2020-01-25,57.019999999999996,Anaheim
2020-01-26,56.480000000000004,Anaheim
2020-01-27,58.64,Anaheim
2020-01-28,59.900000000000006,Anaheim
2020-01-29,59.0,Anaheim
2020-01-30,59.18,Anaheim
2020-01-31,63.14,Anaheim
2020-02-01,64.22,Anaheim
2020-02-02,58.64,Anaheim
2020-02-03,56.84,Anaheim
2020-02-04,52.879999999999995,Anaheim
2020-02-05,50.36,Anaheim
2020-02-06,53.78,Anaheim
2020-02-07,55.76,Anaheim
2020-02-08,56.480000000000004,Anaheim
2020-02-09,56.3,Anaheim
2020-02-10,59.72,Anaheim
2020-02-11,59.72,Anaheim
2020-02-12,55.76,Anaheim
2020-02-13,56.480000000000004,Anaheim
2020-02-14,56.480000000000004,Anaheim
2020-02-15,56.84,Anaheim
