time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Location
2020-04-28,20.9,16.7,26.7,0.0,0.0,314.0,5.0,,1014.4,,Anaheim
2020-04-29,19.8,17.2,25.6,0.0,0.0,213.0,6.8,,1014.7,,Anaheim
2020-04-30,20.2,17.8,26.7,0.0,0.0,193.0,6.9,,1012.8,,Anaheim
2020-05-01,21.0,17.8,25.6,0.0,0.0,172.0,7.4,,1012.8,,Anaheim
2020-05-02,20.7,16.1,26.1,0.0,0.0,166.0,6.8,,1015.1,,Anaheim
2020-05-03,20.5,16.7,25.0,0.0,0.0,178.0,6.2,,1016.0,,Anaheim
2020-05-04,21.9,15.6,28.3,0.0,0.0,152.0,6.9,,1014.5,,Anaheim
2020-05-05,24.6,17.2,33.9,0.0,0.0,345.0,4.5,,1013.0,,Anaheim
2020-05-06,25.6,16.7,34.4,0.0,0.0,341.0,4.7,,1011.4,,Anaheim
2020-05-07,24.6,18.3,32.2,0.0,0.0,345.0,5.9,,1010.0,,Anaheim
2020-05-08,21.6,17.2,26.7,0.0,0.0,299.0,5.2,,1011.4,,Anaheim
2020-05-09,20.3,17.2,24.4,0.0,,240.0,6.0,,1012.9,,Anaheim
2020-05-10,20.2,17.2,25.6,0.0,0.0,284.0,5.8,,1013.9,,Anaheim
2020-05-11,19.9,16.7,24.4,0.0,0.0,247.0,8.1,,1014.8,,Anaheim
2020-05-12,18.9,15.0,23.9,0.0,0.0,247.0,8.3,,1015.2,,Anaheim
2020-05-13,19.3,15.0,23.9,0.0,0.0,297.0,6.0,,1014.9,,Anaheim
2020-05-14,19.8,14.4,25.0,0.0,0.0,175.0,8.9,,1014.7,,Anaheim
2020-05-15,21.2,17.2,26.7,0.0,0.0,168.0,7.2,,1012.5,,Anaheim
2020-05-16,21.7,16.7,27.2,0.0,0.0,259.0,6.3,,1010.6,,Anaheim
2020-05-17,21.0,18.3,26.1,0.0,0.0,199.0,7.8,,1011.7,,Anaheim
2020-05-18,19.5,17.2,23.3,1.0,0.0,225.0,9.5,,1013.6,,Anaheim
2020-05-19,18.4,13.9,22.8,0.0,0.0,268.0,8.0,,1014.9,,Anaheim
2020-05-20,19.9,15.0,25.6,0.0,0.0,178.0,7.1,,1016.1,,Anaheim
2020-05-21,21.9,15.0,30.0,0.0,0.0,318.0,4.7,,1012.6,,Anaheim
2020-05-22,20.0,16.1,26.1,0.0,0.0,162.0,8.8,,1011.4,,Anaheim
2020-05-23,20.2,17.2,23.9,0.0,0.0,177.0,8.9,,1012.3,,Anaheim
2020-05-24,21.1,16.7,26.1,0.0,0.0,284.0,5.3,,1012.4,,Anaheim
2020-05-25,22.0,16.7,28.9,0.0,0.0,242.0,5.6,,1011.4,,Anaheim
2020-05-26,22.4,17.2,28.9,0.0,0.0,188.0,6.7,,1011.5,,Anaheim
2020-05-27,20.9,16.1,26.7,0.0,0.0,187.0,6.2,,1012.3,,Anaheim
2020-05-28,19.7,17.2,24.4,0.0,0.0,177.0,7.8,,1013.7,,Anaheim
2020-05-29,19.3,17.2,22.2,0.0,0.0,205.0,7.0,,1014.6,,Anaheim
2020-05-30,20.9,17.8,26.7,0.0,0.0,260.0,8.3,,1014.3,,Anaheim
2020-05-31,20.8,15.6,28.3,0.0,0.0,322.0,5.9,,1012.6,,Anaheim
2020-06-01,23.2,16.7,30.6,0.0,0.0,290.0,6.0,,1012.0,,Anaheim
2020-06-02,22.0,17.8,27.8,0.0,0.0,176.0,6.3,,1013.2,,Anaheim
2020-06-03,24.6,18.9,34.4,0.0,0.0,269.0,9.3,,1012.0,,Anaheim
2020-06-04,20.5,17.8,24.4,0.0,0.0,173.0,9.6,,1010.3,,Anaheim
2020-06-05,19.8,17.8,21.7,0.0,0.0,184.0,6.8,,1010.1,,Anaheim
2020-06-06,20.3,18.3,23.3,0.0,0.0,232.0,8.0,,1012.4,,Anaheim
2020-06-07,20.6,16.1,25.6,0.0,0.0,206.0,8.6,,1012.4,,Anaheim
2020-06-08,23.8,13.9,32.8,0.0,0.0,43.0,7.3,,1013.8,,Anaheim
2020-06-09,28.1,18.9,37.2,0.0,0.0,326.0,7.0,,1015.0,,Anaheim
2020-06-10,27.9,19.4,36.1,0.0,0.0,228.0,6.6,,1012.9,,Anaheim
2020-06-11,24.5,18.3,31.7,0.0,0.0,216.0,6.6,,1014.5,,Anaheim
2020-06-12,21.2,18.3,25.0,0.0,0.0,204.0,7.5,,1016.1,,Anaheim
2020-06-13,21.2,17.8,26.1,0.0,0.0,191.0,7.3,,1013.3,,Anaheim
2020-06-14,21.8,17.2,26.1,0.0,0.0,175.0,8.2,,1011.7,,Anaheim
2020-06-15,21.2,17.8,25.6,0.0,0.0,176.0,8.4,,1012.9,,Anaheim
2020-06-16,20.3,18.3,24.4,0.0,0.0,168.0,9.1,,1013.1,,Anaheim
2020-06-17,20.6,17.8,23.9,0.0,0.0,172.0,10.0,,1013.2,,Anaheim
2020-06-18,19.3,17.2,23.3,0.0,0.0,186.0,6.9,,1013.5,,Anaheim
2020-06-19,21.1,18.3,25.6,0.0,0.0,222.0,7.6,,1013.0,,Anaheim
2020-06-20,20.7,18.9,25.0,0.0,0.0,316.0,6.5,,1014.9,,Anaheim
2020-06-21,21.5,19.4,25.6,0.0,0.0,299.0,5.2,,1013.7,,Anaheim
2020-06-22,21.7,18.9,26.7,0.0,0.0,276.0,6.7,,1013.7,,Anaheim
2020-06-23,21.1,18.3,26.1,0.0,0.0,191.0,7.3,,1012.6,,Anaheim
2020-06-24,21.4,18.9,26.7,0.0,0.0,208.0,6.8,,1010.3,,Anaheim
2020-06-25,20.9,18.9,26.1,0.0,0.0,180.0,6.5,,1010.1,,Anaheim
2020-06-26,22.4,18.3,28.3,0.0,0.0,306.0,5.8,,1011.6,,Anaheim
2020-06-27,21.7,18.9,26.7,0.0,0.0,200.0,7.7,,1011.7,,Anaheim
2020-06-28,20.7,18.9,23.9,0.0,0.0,173.0,9.7,,1010.2,,Anaheim
2020-06-29,20.6,18.3,25.0,0.0,0.0,172.0,10.6,,1010.9,,Anaheim
2020-06-30,21.6,18.3,27.2,0.0,0.0,268.0,4.7,,1012.5,,Anaheim
2020-07-01,20.5,18.3,25.6,0.0,0.0,177.0,6.3,,1011.6,,Anaheim
2020-07-02,21.9,18.9,27.2,0.0,0.0,168.0,7.7,,1012.8,,Anaheim
2020-07-03,23.6,16.7,31.7,0.0,0.0,284.0,6.2,,1014.3,,Anaheim
2020-07-04,24.7,17.8,31.7,0.0,0.0,319.0,5.9,,1014.1,,Anaheim
2020-07-05,25.4,18.9,33.3,0.0,0.0,214.0,5.3,,1011.8,,Anaheim
2020-07-06,24.8,18.9,30.6,0.0,0.0,196.0,7.0,,1010.3,,Anaheim
2020-07-07,23.8,19.4,28.9,0.0,0.0,198.0,5.7,,1010.8,,Anaheim
2020-07-08,22.7,19.4,28.3,0.0,0.0,174.0,8.5,,1011.0,,Anaheim
2020-07-09,23.6,19.4,28.9,0.0,0.0,191.0,7.0,,1011.6,,Anaheim
2020-07-10,25.4,19.4,33.3,0.0,0.0,298.0,5.3,,1013.8,,Anaheim
2020-07-11,27.9,20.6,37.8,0.0,0.0,308.0,6.0,,1013.9,,Anaheim
2020-07-12,27.1,21.1,33.3,0.0,0.0,231.0,7.6,,1011.4,,Anaheim
2020-07-13,24.7,21.1,29.4,0.0,0.0,168.0,8.7,,1011.7,,Anaheim
2020-07-14,23.7,20.0,27.8,0.0,0.0,215.0,8.2,,1013.5,,Anaheim
2020-07-15,23.0,19.4,28.3,0.0,0.0,238.0,7.0,,1013.1,,Anaheim
2020-07-16,22.2,18.3,27.2,0.0,0.0,222.0,6.3,,1012.4,,Anaheim
2020-07-17,22.9,18.3,28.3,0.0,0.0,287.0,6.4,,1014.1,,Anaheim
2020-07-18,23.4,18.3,31.1,0.0,0.0,255.0,6.6,,1014.3,,Anaheim
2020-07-19,22.7,17.8,29.4,0.0,0.0,247.0,6.8,,1013.5,,Anaheim
2020-07-20,21.9,17.8,26.1,0.0,0.0,195.0,7.6,,1012.7,,Anaheim
2020-07-21,22.1,18.3,27.8,0.0,0.0,259.0,7.0,,1010.5,,Anaheim
2020-07-22,20.3,17.8,25.0,0.0,0.0,258.0,6.2,,1011.2,,Anaheim
2020-07-23,20.6,18.3,25.0,0.0,0.0,194.0,7.2,,1012.2,,Anaheim
2020-07-24,21.6,17.8,26.1,0.0,0.0,248.0,6.7,,1012.5,,Anaheim
2020-07-25,22.3,18.9,27.8,0.0,0.0,306.0,5.6,,1012.6,,Anaheim
2020-07-26,22.3,17.2,30.0,0.0,0.0,294.0,6.2,,1012.7,,Anaheim
2020-07-27,22.1,17.8,28.9,0.0,0.0,306.0,5.8,,1012.3,,Anaheim
2020-07-28,21.4,16.7,26.7,0.0,0.0,246.0,6.5,,1011.4,,Anaheim
2020-07-29,22.1,17.2,28.3,0.0,0.0,248.0,4.3,,1011.9,,Anaheim
2020-07-30,23.1,16.7,31.7,0.0,0.0,268.0,4.7,,1012.8,,Anaheim
2020-07-31,26.4,20.0,35.6,0.0,0.0,218.0,4.1,,1011.5,,Anaheim
2020-08-01,24.3,18.3,30.0,0.0,0.0,266.0,6.1,,1012.1,,Anaheim
2020-08-02,22.5,17.8,28.3,0.0,0.0,217.0,5.9,,1013.8,,Anaheim
2020-08-03,22.8,18.3,27.8,0.0,0.0,243.0,6.3,,1013.2,,Anaheim
2020-08-04,22.0,19.4,26.1,0.0,0.0,190.0,7.7,,1013.6,,Anaheim
2020-08-05,22.1,19.4,27.2,0.0,0.0,196.0,7.8,,1012.9,,Anaheim
2020-08-06,22.2,19.4,26.7,0.0,0.0,174.0,7.7,,1012.1,,Anaheim
2020-08-07,22.8,17.2,28.9,0.0,0.0,217.0,6.6,,1012.7,,Anaheim
2020-08-08,22.8,17.8,28.9,0.0,0.0,300.0,5.9,,1014.1,,Anaheim
2020-08-09,22.7,17.8,28.9,0.0,0.0,328.0,5.0,,1013.3,,Anaheim
2020-08-10,22.4,17.2,29.4,0.0,0.0,313.0,5.2,,1012.7,,Anaheim
2020-08-11,22.3,16.1,30.0,0.0,0.0,321.0,4.7,,1012.1,,Anaheim
2020-08-12,23.9,16.7,31.1,0.0,0.0,345.0,3.9,,1011.4,,Anaheim
2020-08-13,27.8,22.2,35.0,0.0,0.0,256.0,4.3,,1011.2,,Anaheim
2020-08-14,28.9,22.2,37.8,0.0,0.0,238.0,5.7,,1010.5,,Anaheim
2020-08-15,28.1,23.3,35.0,0.0,0.0,285.0,5.6,,1009.1,,Anaheim
2020-08-16,27.3,23.3,34.4,0.0,0.0,230.0,7.7,,1011.2,,Anaheim
2020-08-17,27.3,22.2,33.3,0.0,0.0,222.0,6.9,,1011.8,,Anaheim
2020-08-18,28.5,22.8,41.1,0.0,0.0,295.0,5.7,,1011.2,,Anaheim
2020-08-19,28.8,23.9,35.0,0.0,0.0,234.0,6.4,,1009.3,,Anaheim
2020-08-20,27.5,23.3,35.0,0.0,0.0,296.0,5.6,,1007.2,,Anaheim
2020-08-21,27.3,23.3,32.2,0.0,0.0,312.0,4.2,,1008.0,,Anaheim
2020-08-22,29.2,25.0,36.1,0.0,0.0,172.0,8.4,,1010.0,,Anaheim
2020-08-23,28.4,25.0,33.9,0.0,0.0,309.0,4.9,,1010.6,,Anaheim
2020-08-24,26.2,22.8,32.2,0.0,0.0,262.0,7.7,,1010.1,,Anaheim
2020-08-25,26.3,21.7,34.4,0.0,0.0,237.0,4.4,,1009.1,,Anaheim
2020-08-26,26.2,21.1,33.3,0.0,0.0,329.0,4.5,,1007.1,,Anaheim
2020-08-27,26.4,21.1,34.4,0.0,0.0,249.0,4.6,,1006.2,,Anaheim
2020-08-28,24.3,19.4,31.7,0.0,0.0,225.0,4.1,,1008.6,,Anaheim
2020-08-29,22.3,18.3,28.9,0.0,0.0,265.0,4.7,,1011.1,,Anaheim
2020-08-30,22.2,18.9,27.2,0.0,0.0,239.0,4.0,,1010.4,,Anaheim
2020-08-31,21.8,18.3,26.7,0.0,0.0,344.0,5.6,,1010.5,,Anaheim
2020-09-01,22.1,18.3,27.2,0.0,0.0,256.0,4.4,,1013.3,,Anaheim
2020-09-02,22.6,18.3,28.9,0.0,0.0,322.0,4.7,,1014.5,,Anaheim
2020-09-03,23.8,19.4,30.0,0.0,0.0,213.0,4.5,,1012.7,,Anaheim
2020-09-04,25.6,20.0,34.4,0.0,0.0,323.0,3.8,,1011.3,,Anaheim
2020-09-05,30.7,21.7,42.2,0.0,0.0,339.0,4.2,,1010.3,,Anaheim
2020-09-06,32.6,23.9,42.2,0.0,0.0,307.0,4.6,,1009.2,,Anaheim
2020-09-07,26.1,22.8,28.9,0.0,0.0,289.0,4.8,,1007.2,,Anaheim
2020-09-08,23.9,22.8,26.1,0.0,0.0,168.0,6.1,,1005.1,,Anaheim
2020-09-09,24.3,19.4,31.7,0.0,0.0,217.0,3.3,,1009.0,,Anaheim
2020-09-10,22.4,16.7,30.0,0.0,0.0,326.0,3.0,,1014.2,,Anaheim
2020-09-11,22.9,16.1,32.2,0.0,0.0,351.0,1.8,,1013.7,,Anaheim
2020-09-12,22.7,15.6,31.7,0.0,0.0,287.0,2.9,,1011.4,,Anaheim
2020-09-13,22.4,16.7,30.6,0.0,0.0,9.0,3.9,,1011.6,,Anaheim
2020-09-14,23.6,17.2,31.7,0.0,0.0,273.0,4.4,,1013.4,,Anaheim
2020-09-15,24.6,16.7,34.4,0.0,0.0,325.0,3.1,,1015.3,,Anaheim
2020-09-16,25.4,16.7,36.1,0.0,0.0,321.0,3.0,,1013.6,,Anaheim
2020-09-17,25.6,16.7,36.7,0.0,0.0,310.0,2.2,,1011.8,,Anaheim
2020-09-18,26.6,19.4,35.6,0.0,0.0,234.0,4.1,,1010.5,,Anaheim
2020-09-19,24.6,20.6,30.6,0.0,0.0,140.0,7.5,,1010.1,,Anaheim
2020-09-20,22.1,18.3,28.9,0.0,0.0,166.0,5.8,,1011.1,,Anaheim
2020-09-21,22.6,19.4,27.8,0.0,0.0,205.0,5.9,,1012.8,,Anaheim
2020-09-22,23.5,19.4,30.0,0.0,0.0,346.0,3.7,,1015.1,,Anaheim
2020-09-23,23.8,17.8,31.7,0.0,0.0,342.0,3.9,,1015.1,,Anaheim
2020-09-24,23.2,17.2,31.1,0.0,0.0,7.0,3.7,,1012.2,,Anaheim
2020-09-25,22.7,20.0,28.3,0.0,0.0,203.0,5.6,,1012.8,,Anaheim
2020-09-26,22.4,20.0,28.3,0.0,0.0,127.0,6.4,,1012.4,,Anaheim
2020-09-27,22.8,20.6,27.8,0.0,0.0,179.0,5.9,,1011.1,,Anaheim
2020-09-28,24.5,18.9,32.8,0.0,0.0,342.0,3.9,,1011.9,,Anaheim
2020-09-29,26.0,19.4,35.6,0.0,0.0,290.0,4.3,,1013.3,,Anaheim
2020-09-30,29.2,18.9,42.2,0.0,0.0,352.0,2.1,,1012.0,,Anaheim
2020-10-01,28.5,19.4,37.8,0.0,0.0,292.0,3.2,,1011.6,,Anaheim
2020-10-02,27.5,19.4,36.1,0.0,0.0,4.0,3.8,,1010.4,,Anaheim
2020-10-03,25.7,18.3,35.0,0.0,0.0,352.0,4.3,,1010.0,,Anaheim
2020-10-04,25.8,17.2,36.1,0.0,0.0,5.0,3.3,,1012.8,,Anaheim
2020-10-05,25.4,17.8,35.0,0.0,0.0,343.0,3.1,,1014.5,,Anaheim
2020-10-06,23.5,17.2,32.8,0.0,0.0,358.0,3.9,,1013.8,,Anaheim
2020-10-07,21.1,17.2,27.2,0.0,0.0,269.0,5.1,,1012.1,,Anaheim
2020-10-08,22.2,20.0,26.7,0.0,0.0,188.0,4.9,,1013.0,,Anaheim
2020-10-09,21.7,20.0,25.6,0.0,0.0,2.0,3.6,,1013.1,,Anaheim
2020-10-10,22.2,20.0,25.6,0.0,0.0,326.0,4.0,,1013.7,,Anaheim
2020-10-11,21.4,17.2,26.7,0.0,0.0,333.0,4.0,,1014.0,,Anaheim
2020-10-12,25.0,16.1,36.7,0.0,0.0,330.0,3.9,,1013.5,,Anaheim
2020-10-13,26.1,17.2,35.6,0.0,0.0,2.0,3.2,,1013.9,,Anaheim
2020-10-14,24.8,16.7,34.4,0.0,0.0,7.0,4.1,,1013.6,,Anaheim
2020-10-15,26.1,17.8,36.1,0.0,0.0,350.0,3.4,,1012.9,,Anaheim
2020-10-16,25.2,18.3,33.9,0.0,0.0,0.0,2.6,,1011.6,,Anaheim
2020-10-17,23.4,17.8,29.4,0.0,0.0,278.0,4.1,,1012.5,,Anaheim
2020-10-18,23.2,19.4,28.9,0.0,0.0,322.0,4.0,,1014.4,,Anaheim
2020-10-19,22.1,19.4,27.2,0.0,0.0,325.0,5.7,,1013.7,,Anaheim
2020-10-20,21.6,19.4,26.7,0.0,0.0,296.0,4.1,,1010.8,,Anaheim
2020-10-21,21.0,19.4,25.0,0.0,0.0,330.0,3.7,,1009.6,,Anaheim
2020-10-22,21.1,18.3,23.9,0.0,0.0,335.0,4.0,,1011.2,,Anaheim
2020-10-23,21.1,18.9,23.9,0.0,0.0,293.0,4.3,,1014.0,,Anaheim
2020-10-24,20.6,19.4,22.8,0.0,0.0,335.0,3.7,,1014.3,,Anaheim
2020-10-25,19.2,17.2,21.7,0.0,0.0,305.0,5.5,,1012.2,,Anaheim
2020-10-26,17.9,12.8,23.3,0.0,0.0,38.0,10.2,,1015.1,,Anaheim
2020-10-27,17.7,8.9,27.2,0.0,0.0,328.0,3.4,,1016.4,,Anaheim
2020-10-28,18.6,12.8,26.1,0.0,,39.0,5.3,,1016.9,,Anaheim
2020-10-29,19.5,11.1,31.1,0.0,0.0,11.0,2.5,,1015.2,,Anaheim
2020-10-30,19.3,11.7,28.3,0.0,0.0,353.0,1.7,,1014.4,,Anaheim
2020-10-31,19.4,11.1,28.9,0.0,0.0,25.0,3.2,,1015.5,,Anaheim
2020-11-01,20.7,13.9,31.7,0.0,0.0,358.0,1.7,,1017.7,,Anaheim
2020-11-02,18.8,14.4,26.1,0.0,0.0,23.0,4.0,,1017.8,,Anaheim
2020-11-03,19.2,16.1,27.2,0.0,0.0,353.0,2.9,,1016.0,,Anaheim
2020-11-04,20.5,13.3,30.6,0.0,0.0,0.0,1.3,,1017.1,,Anaheim
2020-11-05,23.1,13.9,34.4,0.0,0.0,345.0,2.3,,1013.0,,Anaheim
2020-11-06,19.6,16.1,23.9,0.0,0.0,167.0,8.6,,1005.6,,Anaheim
2020-11-07,14.3,11.7,17.2,1.0,0.0,261.0,8.3,,1007.3,,Anaheim
2020-11-08,13.6,10.6,17.8,0.0,0.0,277.0,11.4,,1009.8,,Anaheim
2020-11-09,12.2,6.7,17.8,0.0,0.0,87.0,6.5,,1017.6,,Anaheim
2020-11-10,13.3,6.1,21.1,0.0,0.0,343.0,3.6,,1019.2,,Anaheim
2020-11-11,13.8,7.2,21.1,0.0,0.0,12.0,4.2,,1016.0,,Anaheim
2020-11-12,14.5,7.8,23.3,0.0,0.0,18.0,3.5,,1016.4,,Anaheim
2020-11-13,14.4,8.3,20.6,0.0,0.0,74.0,5.2,,1018.8,,Anaheim
2020-11-14,16.0,10.0,23.3,0.0,0.0,46.0,4.4,,1019.1,,Anaheim
2020-11-15,19.1,9.4,31.7,0.0,0.0,338.0,2.8,,1017.8,,Anaheim
2020-11-16,21.4,12.2,34.4,0.0,0.0,11.0,3.7,,1014.8,,Anaheim
2020-11-17,18.0,11.1,27.2,0.0,0.0,356.0,2.7,,1016.1,,Anaheim
2020-11-18,16.2,13.3,21.1,0.0,0.0,345.0,3.4,,1018.3,,Anaheim
2020-11-19,17.5,13.9,23.3,0.0,0.0,8.0,3.4,,1018.9,,Anaheim
2020-11-20,17.1,10.6,24.4,0.0,0.0,8.0,2.1,,1018.2,,Anaheim
2020-11-21,16.8,10.6,25.6,0.0,0.0,357.0,1.5,,1017.1,,Anaheim
2020-11-22,15.5,10.6,22.8,0.0,0.0,17.0,3.5,,1013.4,,Anaheim
2020-11-23,14.0,10.4,18.8,0.0,0.0,80.0,6.1,,1012.9,,Anaheim
2020-11-24,15.5,11.7,21.1,0.0,0.0,66.0,4.8,,1016.7,,Anaheim
2020-11-25,14.2,9.4,20.6,0.0,0.0,2.0,2.5,,1018.1,,Anaheim
2020-11-26,16.5,10.0,22.8,0.0,0.0,37.0,10.6,,1017.0,,Anaheim
2020-11-27,16.5,8.9,23.3,0.0,0.0,4.0,6.7,,1020.1,,Anaheim
2020-11-28,16.1,7.2,25.6,0.0,0.0,7.0,4.9,,1020.1,,Anaheim
2020-11-29,15.2,6.1,26.1,0.0,0.0,341.0,2.6,,1018.7,,Anaheim
2020-11-30,16.0,7.8,27.8,0.0,0.0,348.0,2.3,,1019.0,,Anaheim
2020-12-01,15.2,7.2,25.6,0.0,0.0,3.0,1.9,,1017.1,,Anaheim
2020-12-02,16.3,7.8,26.1,0.0,0.0,15.0,5.2,,1017.2,,Anaheim
2020-12-03,18.8,10.0,25.0,0.0,0.0,66.0,16.1,,1021.8,,Anaheim
2020-12-04,13.9,5.0,25.0,0.0,0.0,347.0,1.9,,1021.5,,Anaheim
2020-12-05,13.7,5.6,24.4,0.0,0.0,20.0,3.3,,1022.8,,Anaheim
2020-12-06,13.6,6.1,24.4,0.0,0.0,25.0,3.2,,1020.8,,Anaheim
2020-12-07,16.3,7.8,26.1,0.0,0.0,32.0,4.6,,1015.2,,Anaheim
2020-12-08,22.0,14.4,29.4,0.0,0.0,61.0,10.0,,1016.6,,Anaheim
2020-12-09,17.3,12.2,25.0,0.0,0.0,355.0,3.6,,1015.9,,Anaheim
2020-12-10,14.0,10.0,19.4,0.0,,107.0,7.1,,1016.2,,Anaheim
2020-12-11,13.0,8.3,17.8,0.0,,1.0,2.7,,1019.2,,Anaheim
2020-12-12,13.9,10.0,20.0,0.0,,20.0,7.0,,1017.8,,Anaheim
2020-12-13,15.2,8.9,22.2,0.0,,344.0,3.0,,1022.0,,Anaheim
2020-12-14,15.2,10.0,20.6,0.0,,7.0,4.9,,1018.0,,Anaheim
2020-12-15,14.1,6.7,22.2,0.0,,349.0,4.6,,1021.1,,Anaheim
2020-12-16,14.0,7.2,24.4,0.0,,353.0,2.5,,1019.3,,Anaheim
2020-12-17,13.3,9.4,18.9,0.0,,26.0,5.2,,1015.5,,Anaheim
2020-12-18,14.3,8.9,22.8,0.0,,35.0,5.3,,1020.3,,Anaheim
2020-12-19,14.2,6.1,23.9,0.0,,339.0,2.2,,1023.6,,Anaheim
2020-12-20,15.4,5.6,28.3,0.0,,346.0,1.8,,1019.4,,Anaheim
2020-12-21,17.3,8.3,30.0,0.0,,358.0,3.1,,1014.6,,Anaheim
2020-12-22,14.3,7.8,21.7,0.0,,2.0,3.6,,1017.1,,Anaheim
2020-12-23,16.7,10.6,22.2,0.0,,37.0,9.1,,1020.4,,Anaheim
2020-12-24,18.0,12.8,19.4,0.0,,59.0,18.2,,1022.2,,Anaheim
2020-12-25,15.0,7.8,25.0,0.0,,353.0,2.5,,1019.6,,Anaheim
2020-12-26,14.0,7.2,21.1,0.0,,48.0,4.3,,1019.1,,Anaheim
2020-12-27,14.8,13.3,18.3,0.0,,117.0,5.5,,1014.3,,Anaheim
2020-12-28,10.9,8.9,13.9,37.8,,73.0,9.9,,1012.7,,Anaheim
2020-12-29,11.3,5.6,18.3,0.0,,17.0,3.6,,1018.8,,Anaheim
2020-12-30,12.2,3.9,21.7,0.0,,345.0,2.7,,1021.8,,Anaheim
2020-12-31,12.6,6.1,20.6,0.0,,17.0,2.9,,1014.9,,Anaheim
2021-01-01,14.4,6.7,22.2,0.0,,359.0,4.0,,1018.5,,Anaheim
2021-01-02,13.3,8.9,18.9,0.0,,59.0,4.8,,1023.3,,Anaheim
2021-01-03,12.8,8.3,18.3,0.0,,359.0,3.6,,1022.2,,Anaheim
2021-01-04,13.4,8.9,18.9,0.0,,18.0,4.2,,1021.1,,Anaheim
2021-01-05,13.4,10.0,18.9,0.0,,10.0,2.7,,1019.6,,Anaheim
2021-01-06,13.4,8.0,21.1,0.0,,15.0,2.8,,1019.1,,Anaheim
2021-01-07,13.0,7.2,21.7,0.0,,14.0,3.0,,1018.2,,Anaheim
2021-01-08,12.2,7.8,20.0,0.0,,15.0,3.1,,1018.9,,Anaheim
2021-01-09,13.5,6.1,23.9,0.0,,22.0,3.2,,1017.6,,Anaheim
2021-01-10,14.7,6.7,22.8,0.0,,346.0,4.1,,1020.5,,Anaheim
2021-01-11,14.6,6.7,24.4,0.0,,344.0,2.8,,1021.0,,Anaheim
2021-01-12,14.5,7.2,22.8,0.0,,1.0,3.2,,1023.4,,Anaheim
2021-01-13,15.0,7.2,25.6,0.0,,340.0,2.1,,1022.2,,Anaheim
2021-01-14,17.4,8.9,27.8,0.0,,1.0,2.3,,1020.0,,Anaheim
2021-01-15,21.6,11.1,33.3,0.0,,10.0,4.1,,1018.2,,Anaheim
2021-01-16,18.1,10.6,28.9,0.0,,353.0,2.8,,1014.3,,Anaheim
2021-01-17,20.7,11.1,31.7,0.0,,20.0,6.0,,1014.2,,Anaheim
2021-01-18,15.9,10.0,25.6,0.0,,9.0,5.1,,1009.4,,Anaheim
2021-01-19,16.6,11.7,21.1,0.0,,62.0,16.6,,1008.2,,Anaheim
2021-01-20,20.7,17.2,25.6,0.0,,69.0,19.1,,1013.3,,Anaheim
2021-01-21,16.4,11.7,22.2,0.0,,16.0,4.6,,1016.1,,Anaheim
2021-01-22,13.7,10.0,17.8,0.0,,161.0,9.0,,1015.1,,Anaheim
2021-01-23,10.4,8.3,12.2,11.3,,69.0,5.8,,1012.6,,Anaheim
2021-01-24,10.7,5.6,15.0,1.9,,347.0,5.0,,1012.2,,Anaheim
2021-01-25,10.5,6.7,13.3,2.6,,284.0,12.5,,1007.4,,Anaheim
2021-01-26,8.7,3.9,13.9,0.0,,21.0,5.0,,1015.2,,Anaheim
2021-01-27,11.8,8.3,16.1,0.0,,86.0,8.3,,1020.2,,Anaheim
2021-01-28,12.4,6.7,18.3,14.4,,113.0,8.7,,1014.6,,Anaheim
2021-01-29,11.0,8.9,13.3,19.7,,54.0,6.1,,1014.7,,Anaheim
2021-01-30,11.6,5.6,18.3,0.0,,350.0,3.9,,1020.8,,Anaheim
2021-01-31,15.1,7.8,23.3,0.0,,19.0,4.0,,1019.7,,Anaheim
2021-02-01,17.1,14.4,22.8,0.0,,6.0,3.1,,1017.2,,Anaheim
2021-02-02,16.3,10.6,23.3,0.0,,338.0,3.9,,1017.4,,Anaheim
2021-02-03,13.4,8.9,17.8,0.0,,52.0,4.3,,1017.4,,Anaheim
2021-02-04,14.6,11.7,20.0,0.0,,87.0,5.7,,1019.0,,Anaheim
2021-02-05,14.1,7.8,22.2,0.0,,12.0,3.4,,1018.1,,Anaheim
2021-02-06,14.2,7.2,23.3,0.0,,5.0,2.9,,1015.3,,Anaheim
2021-02-07,12.6,7.2,20.0,0.0,,12.0,3.4,,1013.5,,Anaheim
2021-02-08,12.9,10.6,17.2,0.0,,338.0,3.7,,1015.0,,Anaheim
2021-02-09,13.5,12.2,16.1,0.0,,89.0,6.1,,1016.1,,Anaheim
2021-02-10,13.7,10.6,17.8,0.0,,3.0,3.5,,1016.4,,Anaheim
2021-02-11,13.5,7.8,20.0,0.0,,358.0,3.7,,1016.2,,Anaheim
2021-02-12,15.7,12.8,20.6,1.4,,273.0,6.3,,1012.9,,Anaheim
2021-02-13,13.7,10.0,17.2,0.0,,100.0,7.8,,1012.4,,Anaheim
2021-02-14,14.6,8.9,21.1,0.0,,352.0,8.3,,1013.0,,Anaheim
2021-02-15,13.4,9.4,17.2,0.0,,118.0,9.7,,1016.2,,Anaheim
2021-02-16,14.9,11.7,21.1,0.6,,78.0,7.4,,1014.1,,Anaheim
